"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G760","2019-09-10 01:00:00","53.000","179.000","0.900","27.100","0.990","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","27.100",""
"C0K450","2019-09-10 01:00:00","35.000","204.000","1.300","27.500","0.880","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.500",""
"C0E820","2019-09-10 01:00:00","220.000","188.000","0.800","22.600","0.840","983.900","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0M520","2019-09-10 01:00:00","15.000","150.000","0.300","26.900","0.880","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.600",""
"C0K240","2019-09-10 01:00:00","1132.000","340.000","0.900","20.600","0.990","889.600","-99.000","0.000","-99.000","-99.000","-99.000","21.000","","20.600",""
"C0V210","2019-09-10 01:00:00","734.000","0.000","0.000","23.200","0.950","929.300","-99.000","3.000","-99.000","-99.000","-99.000","23.300","","23.200",""
"C0Z320","2019-09-10 01:00:00","646.000","0.000","0.200","20.400","0.970","938.500","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","20.400",""
"C0R600","2019-09-10 01:00:00","766.000","111.000","0.700","23.300","0.960","924.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","23.200",""
"C0C650","2019-09-10 01:00:00","208.000","0.000","0.000","24.600","0.760","984.400","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0F9I0","2019-09-10 01:00:00","194.000","226.000","0.600","27.300","0.850","986.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.300",""
"C0T820","2019-09-10 01:00:00","550.000","0.000","0.000","20.900","0.930","952.800","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","20.900",""
"C0S890","2019-09-10 01:00:00","238.000","0.000","0.200","24.100","0.970","985.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","24.100",""
"C0G840","2019-09-10 01:00:00","32.000","0.000","0.000","27.100","0.940","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","27.100",""
"C0V710","2019-09-10 01:00:00","34.000","129.000","1.200","28.200","0.840","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.200",""
"C0X140","2019-09-10 01:00:00","17.000","60.000","1.800","28.200","0.880","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.200",""
"C0C680","2019-09-10 01:00:00","228.000","135.000","1.000","26.400","0.730","980.800","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.200",""
"C0D360","2019-09-10 01:00:00","523.000","0.000","0.000","21.200","0.830","949.600","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","21.200",""
"C0C710","2019-09-10 01:00:00","143.000","107.000","0.300","23.400","0.940","992.000","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0Z190","2019-09-10 01:00:00","62.000","289.000","2.100","27.700","0.740","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.300",""
"C0Z020","2019-09-10 01:00:00","211.000","337.000","0.600","23.500","0.990","985.100","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0I380","2019-09-10 01:00:00","258.000","0.000","0.000","25.300","0.990","979.000","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.200",""
"C0D560","2019-09-10 01:00:00","147.000","170.000","0.800","26.100","0.790","991.900","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.100",""
"C0Z220","2019-09-10 01:00:00","589.000","260.000","1.100","21.500","0.990","945.800","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","21.400",""
"C0R220","2019-09-10 01:00:00","23.000","26.000","1.300","26.800","1.000","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.800",""
"C0A870","2019-09-10 01:00:00","685.000","168.000","3.900","22.300","0.790","931.300","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0V670","2019-09-10 01:00:00","20.000","353.000","2.100","28.100","0.840","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.900",""
"C0G770","2019-09-10 01:00:00","15.000","187.000","1.100","28.500","0.990","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.500",""
"C0C540","2019-09-10 01:00:00","46.000","233.000","0.700","26.100","0.760","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.100",""
"C0F9O0","2019-09-10 01:00:00","175.000","0.000","0.000","27.900","0.950","988.600","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.900",""
"C0Z230","2019-09-10 01:00:00","31.000","296.000","3.600","25.900","0.760","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.700",""
"C0R150","2019-09-10 01:00:00","105.000","107.000","1.200","26.200","0.990","995.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","26.100",""
"C0K560","2019-09-10 01:00:00","117.000","0.000","0.000","26.400","0.910","995.900","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.400",""
"C1R440","2019-09-10 01:00:00","1654.000","38.000","7.900","15.900","0.990","832.500","-99.000","0.000","-99.000","-99.000","-99.000","16.100","","15.900",""
"C0X100","2019-09-10 01:00:00","10.000","183.000","4.800","26.300","0.990","1005.300","-99.000","49.500","-99.000","-99.000","-99.000","29.600","","26.300",""
"C0K460","2019-09-10 01:00:00","60.000","234.000","1.200","27.600","0.870","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.600",""
"C0M740","2019-09-10 01:00:00","15.000","178.000","0.600","27.100","0.880","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","27.100",""
"C0SA10","2019-09-10 01:00:00","411.000","3.000","0.400","23.300","0.980","964.000","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0C660","2019-09-10 01:00:00","176.000","207.000","0.700","25.700","0.810","988.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0R620","2019-09-10 01:00:00","34.000","19.000","1.800","26.200","0.930","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0R700","2019-09-10 01:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F0B0","2019-09-10 01:00:00","311.000","62.000","1.000","25.000","0.930","973.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0O970","2019-09-10 01:00:00","71.000","93.000","1.700","24.600","1.000","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.600",""
"C0F9P0","2019-09-10 01:00:00","26.000","0.000","0.000","28.200","0.870","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.200",""
"C0R560","2019-09-10 01:00:00","22.000","23.000","1.400","27.500","0.890","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.200",""
"C0X220","2019-09-10 01:00:00","26.000","94.000","0.400","27.500","0.840","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"C0M680","2019-09-10 01:00:00","37.000","0.000","0.000","27.100","0.890","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0S710","2019-09-10 01:00:00","382.000","279.000","0.400","22.800","0.930","967.900","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.600",""
"C0F9T0","2019-09-10 01:00:00","111.000","264.000","0.400","28.400","0.820","995.800","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.400",""
"C0F9N0","2019-09-10 01:00:00","75.000","144.000","0.900","28.200","0.820","999.900","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","28.200",""
"C0G740","2019-09-10 01:00:00","24.000","276.000","1.400","28.100","0.870","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.400",""
"C0UA70","2019-09-10 01:00:00","547.000","186.000","3.400","22.300","0.990","949.000","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.300",""
"C0AC60","2019-09-10 01:00:00","55.000","204.000","2.600","25.600","0.810","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.600",""
"C0R510","2019-09-10 01:00:00","31.000","63.000","1.100","27.500","0.910","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.500",""
"C1R320","2019-09-10 01:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X060","2019-09-10 01:00:00","19.000","128.000","0.900","26.500","0.920","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.500",""
"C0E550","2019-09-10 01:00:00","84.000","0.000","0.000","25.100","1.000","999.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.800",""
"C0AI20","2019-09-10 01:00:00","25.000","170.000","2.900","24.800","0.800","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.800",""
"C0E740","2019-09-10 01:00:00","27.000","226.000","0.500","25.700","0.980","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0R650","2019-09-10 01:00:00","29.000","38.000","0.800","27.000","0.990","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.900",""
"C0S750","2019-09-10 01:00:00","2280.000","282.000","0.600","12.900","0.980","773.300","-99.000","0.000","-99.000","-99.000","-99.000","13.000","","12.900",""
"C0I370","2019-09-10 01:00:00","671.000","0.000","0.000","23.200","0.930","935.900","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.200",""
"C0K400","2019-09-10 01:00:00","65.000","220.000","1.300","27.500","0.990","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.500",""
"C0A650","2019-09-10 01:00:00","287.000","0.000","0.000","21.600","0.990","976.200","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.600",""
"C0U750","2019-09-10 01:00:00","398.000","182.000","4.900","23.200","1.000","964.600","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","23.200",""
"C0M730","2019-09-10 01:00:00","40.000","0.000","0.000","27.900","0.990","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"C0Z061","2019-09-10 01:00:00","174.000","113.000","0.700","23.900","0.960","992.900","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.800",""
"C0M670","2019-09-10 01:00:00","43.000","216.000","0.900","27.700","0.870","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.700",""
"C0I530","2019-09-10 01:00:00","3014.000","243.000","3.900","9.500","0.600","702.300","-99.000","0.000","-99.000","-99.000","-99.000","10.200","","9.200",""
"C0A880","2019-09-10 01:00:00","6.000","217.000","0.500","26.000","0.860","1006.000","-99.000","-99.000","-99.000","-99.000","-99.000","26.000","","25.900",""
"C0S950","2019-09-10 01:00:00","415.000","205.000","0.600","23.400","0.990","962.600","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","23.200",""
"C0X190","2019-09-10 01:00:00","10.000","214.000","1.400","28.600","0.970","1006.400","-99.000","0.500","-99.000","-99.000","-99.000","29.000","","28.600",""
"C0A560","2019-09-10 01:00:00","405.000","0.000","0.000","20.800","0.990","963.200","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.800",""
"C0E810","2019-09-10 01:00:00","53.000","0.000","0.000","25.200","0.980","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","25.000",""
"C0R640","2019-09-10 01:00:00","21.000","50.000","2.000","27.900","0.890","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.900",""
"C0S790","2019-09-10 02:00:00","236.000","319.000","0.500","24.400","0.870","983.700","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0A570","2019-09-10 02:00:00","360.000","0.000","0.200","21.600","0.980","969.200","-99.000","0.000","-99.000","-99.000","-99.000","22.000","","21.600",""
"C0M800","2019-09-10 02:00:00","440.000","0.000","0.000","23.600","0.980","959.700","-99.000","1.500","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0E870","2019-09-10 02:00:00","34.000","124.000","1.400","25.800","0.890","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0V490","2019-09-10 02:00:00","20.000","157.000","0.400","28.700","0.830","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.700",""
"C0M820","2019-09-10 02:00:00","980.000","40.000","0.300","20.800","0.880","902.700","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.800",""
"C0G870","2019-09-10 02:00:00","12.000","311.000","1.400","28.200","0.910","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0R530","2019-09-10 02:00:00","16.000","7.000","0.600","27.200","0.790","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","27.100",""
"C0O840","2019-09-10 02:00:00","134.000","0.000","0.100","24.800","1.000","991.800","-99.000","25.000","-99.000","-99.000","-99.000","25.600","","24.200",""
"C0A890","2019-09-10 02:00:00","40.000","0.000","0.000","23.900","0.940","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0A660","2019-09-10 02:00:00","97.000","0.000","0.000","26.700","1.000","996.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0T9H0","2019-09-10 02:00:00","725.000","0.000","0.100","21.800","0.880","930.500","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.500",""
"C0R270","2019-09-10 02:00:00","51.000","75.000","1.000","26.100","1.000","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","26.000",""
"C0O980","2019-09-10 02:00:00","18.000","0.000","0.000","25.900","0.990","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.800",""
"C0T9I0","2019-09-10 02:00:00","152.000","206.000","1.600","23.700","0.890","993.000","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.500",""
"C0V760","2019-09-10 02:00:00","30.000","71.000","0.700","27.000","0.940","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","27.000",""
"C0AG90","2019-09-10 02:00:00","25.000","0.000","0.000","27.300","0.710","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.300",""
"C0R570","2019-09-10 02:00:00","37.000","1.000","1.100","27.100","0.910","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.100",""
"C0O900","2019-09-10 02:00:00","9.000","205.000","1.500","26.300","0.990","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.300",""
"C0AD00","2019-09-10 02:00:00","86.000","194.000","1.500","25.800","0.730","998.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0V700","2019-09-10 02:00:00","24.000","49.000","1.800","28.800","0.790","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.800",""
"C0AH00","2019-09-10 02:00:00","38.000","0.000","0.000","25.800","0.890","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.600",""
"C0X080","2019-09-10 02:00:00","2.000","230.000","1.300","28.400","0.880","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.000",""
"CM0150","2019-09-10 02:00:00","11.000","343.000","1.200","25.700","0.820","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0I480","2019-09-10 02:00:00","2165.000","0.000","0.000","13.600","0.970","788.000","-99.000","0.000","-99.000","-99.000","-99.000","14.100","","13.600",""
"C0A860","2019-09-10 02:00:00","362.000","0.000","0.000","23.500","0.740","967.600","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","22.500",""
"C0U940","2019-09-10 02:00:00","25.000","200.000","0.700","24.200","0.940","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.100",""
"C0S970","2019-09-10 02:00:00","19.000","299.000","1.000","25.700","0.870","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.600",""
"C0V260","2019-09-10 02:00:00","126.000","78.000","1.700","25.100","0.890","994.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.100",""
"C0H990","2019-09-10 02:00:00","3076.000","271.000","0.900","8.400","0.890","706.100","-99.000","0.000","-99.000","-99.000","-99.000","9.800","","8.000",""
"C0F9K0","2019-09-10 02:00:00","30.000","176.000","0.700","27.800","0.850","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.800",""
"C0AH90","2019-09-10 02:00:00","660.000","0.000","0.000","19.400","0.990","938.900","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","19.400",""
"C0W150","2019-09-10 02:00:00","42.000","0.000","0.000","28.200","0.840","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.200",""
"C0F000","2019-09-10 02:00:00","273.000","0.000","0.000","25.500","0.990","976.400","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0K410","2019-09-10 02:00:00","20.000","0.000","0.000","28.000","0.870","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.300",""
"C0R140","2019-09-10 02:00:00","740.000","4.000","0.300","22.100","1.000","929.300","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","22.100",""
"C0V800","2019-09-10 02:00:00","256.000","41.000","0.600","25.400","0.880","977.600","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0S830","2019-09-10 02:00:00","288.000","13.000","0.900","25.200","0.830","978.100","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0S920","2019-09-10 02:00:00","98.000","285.000","0.500","25.000","0.890","992.900","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0V640","2019-09-10 02:00:00","35.000","317.000","2.800","27.000","0.860","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.700",""
"CM0170","2019-09-10 02:00:00","106.000","110.000","0.900","25.900","0.930","997.100","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0AH80","2019-09-10 02:00:00","68.000","353.000","2.000","24.300","0.860","999.800","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","24.300",""
"C0K250","2019-09-10 02:00:00","12.000","0.000","0.000","25.700","0.970","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0I410","2019-09-10 02:00:00","180.000","167.000","0.900","26.400","0.870","987.600","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0M410","2019-09-10 02:00:00","245.000","2.000","1.000","24.600","1.000","976.900","-99.000","2.500","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0F9Z0","2019-09-10 02:00:00","3193.000","213.000","0.700","9.200","0.600","696.500","-99.000","0.500","-99.000","-99.000","-99.000","10.000","","8.700",""
"C0G810","2019-09-10 02:00:00","26.000","110.000","1.000","28.000","0.920","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.000",""
"C0U650","2019-09-10 02:00:00","442.000","0.000","0.000","22.800","0.950","960.300","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0D660","2019-09-10 02:00:00","65.000","203.000","0.800","26.500","0.870","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.300",""
"C0E540","2019-09-10 02:00:00","32.000","190.000","0.500","25.900","0.940","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0W170","2019-09-10 02:00:00","42.000","48.000","1.400","26.700","0.850","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0Z150","2019-09-10 02:00:00","27.000","213.000","2.000","25.200","0.920","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0S840","2019-09-10 02:00:00","22.000","271.000","1.300","25.200","0.990","1007.700","-99.000","2.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0H9A0","2019-09-10 02:00:00","1595.000","306.000","0.400","17.400","0.930","844.300","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","17.400",""
"C0Z300","2019-09-10 02:00:00","182.000","0.000","0.100","23.800","0.990","990.100","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.600",""
"C0G730","2019-09-10 02:00:00","27.000","282.000","1.700","28.200","0.940","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.400",""
"C0V730","2019-09-10 02:00:00","33.000","12.000","0.800","27.200","0.990","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.200",""
"C0SA00","2019-09-10 02:00:00","466.000","280.000","1.100","22.300","1.000","956.700","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.300",""
"C0S900","2019-09-10 02:00:00","27.000","102.000","0.700","26.100","0.890","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0C480","2019-09-10 02:00:00","105.000","0.000","0.000","27.400","0.710","996.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.400",""
"C0K330","2019-09-10 02:00:00","38.000","182.000","0.400","27.300","0.900","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.300",""
"C0M660","2019-09-10 02:00:00","40.000","0.000","0.200","27.200","0.890","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.900",""
"C0D580","2019-09-10 02:00:00","120.000","0.000","0.000","22.100","0.970","994.400","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","22.100",""
"C0R640","2019-09-10 02:00:00","21.000","48.000","2.400","27.600","0.910","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.600",""
"C0E810","2019-09-10 02:00:00","53.000","170.000","0.800","24.900","0.990","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.900",""
"C0G830","2019-09-10 02:00:00","27.000","0.000","0.100","27.200","1.000","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","27.100",""
"C0A550","2019-09-10 02:00:00","422.000","0.000","0.000","23.100","0.980","961.500","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.100",""
"C0G750","2019-09-10 02:00:00","31.000","0.000","0.000","27.200","0.900","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","27.000",""
"C0Z270","2019-09-10 02:00:00","343.000","216.000","0.700","24.300","0.850","971.300","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.400",""
"C0UA30","2019-09-10 02:00:00","1397.000","0.000","0.000","18.900","0.960","859.600","-99.000","0.000","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0I080","2019-09-10 02:00:00","536.000","0.000","0.000","22.500","0.910","951.900","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0UA00","2019-09-10 02:00:00","392.000","171.000","0.500","21.900","0.990","966.200","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0AD40","2019-09-10 02:00:00","32.000","170.000","0.800","24.600","0.820","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.600",""
"C0S660","2019-09-10 02:00:00","794.000","219.000","1.000","20.100","0.970","923.700","-99.000","0.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0M640","2019-09-10 02:00:00","155.000","34.000","0.300","26.700","0.920","990.300","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.300",""
"C0R660","2019-09-10 02:00:00","20.000","174.000","0.800","26.800","-99.000","1005.900","-99.000","-99.000","-99.000","-99.000","-99.000","27.200","","26.700",""
"C0UA10","2019-09-10 02:00:00","1711.000","305.000","0.600","15.300","1.000","831.500","-99.000","0.000","-99.000","-99.000","-99.000","15.600","","15.100",""
"C0V770","2019-09-10 02:00:00","26.000","48.000","1.100","26.800","0.960","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.600",""
"C0E730","2019-09-10 02:00:00","26.000","144.000","0.600","27.000","0.840","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.600",""
"C0V810","2019-09-10 02:00:00","32.000","31.000","0.500","28.400","0.930","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.400",""
"C0X310","2019-09-10 02:00:00","9.000","227.000","3.100","28.600","0.840","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.700",""
"C0K280","2019-09-10 02:00:00","23.000","0.000","0.000","27.500","0.920","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"C0M650","2019-09-10 02:00:00","20.000","59.000","0.800","27.200","0.890","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.700",""
"C0S910","2019-09-10 02:00:00","212.000","90.000","2.300","25.300","0.970","986.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.300",""
"C0D570","2019-09-10 02:00:00","15.000","0.000","0.000","25.900","1.000","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0M710","2019-09-10 02:00:00","15.000","309.000","2.800","28.600","0.820","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.600",""
"C0A560","2019-09-10 02:00:00","405.000","0.000","0.000","20.300","1.000","963.100","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.300",""
"C0X190","2019-09-10 02:00:00","10.000","169.000","1.900","26.400","0.990","1006.100","-99.000","4.000","-99.000","-99.000","-99.000","29.000","","26.100",""
"C0A880","2019-09-10 02:00:00","6.000","0.000","0.100","25.300","0.890","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0I530","2019-09-10 02:00:00","3014.000","215.000","1.600","8.600","0.870","702.100","-99.000","0.000","-99.000","-99.000","-99.000","10.200","","7.700",""
"C0M670","2019-09-10 02:00:00","43.000","189.000","0.400","27.600","0.880","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.600",""
"C0Z061","2019-09-10 02:00:00","174.000","105.000","0.400","23.700","0.980","992.700","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.700",""
"C0M730","2019-09-10 02:00:00","40.000","0.000","0.000","28.400","0.990","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.500",""
"C0U750","2019-09-10 02:00:00","398.000","183.000","4.300","23.100","1.000","964.600","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","23.000",""
"C0A650","2019-09-10 02:00:00","287.000","0.000","0.000","21.200","0.990","976.300","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0K400","2019-09-10 02:00:00","65.000","163.000","0.600","27.600","0.990","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.500",""
"C0I370","2019-09-10 02:00:00","671.000","26.000","0.700","23.100","0.940","935.500","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.100",""
"C0S750","2019-09-10 02:00:00","2280.000","268.000","0.800","12.600","0.990","773.100","-99.000","0.000","-99.000","-99.000","-99.000","13.000","","12.600",""
"C0R650","2019-09-10 02:00:00","29.000","24.000","0.900","27.000","0.990","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.900",""
"C0C630","2019-09-10 02:00:00","209.000","239.000","2.100","25.000","0.770","984.800","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0D550","2019-09-10 02:00:00","1956.000","0.000","0.000","14.700","0.710","810.400","-99.000","0.000","-99.000","-99.000","-99.000","15.400","","14.700",""
"C0T9E0","2019-09-10 02:00:00","415.000","0.000","0.000","23.000","0.930","964.000","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.600",""
