"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z050","2019-09-10 11:00:00","830.000","169.000","0.500","21.200","0.900","923.400","-99.000","0.500","-99.000","-99.000","-99.000","25.200","","20.400",""
"C0I490","2019-09-10 11:00:00","1601.000","213.000","1.100","21.500","0.960","842.400","-99.000","0.000","-99.000","-99.000","-99.000","21.600","","17.000",""
"C0I090","2019-09-10 11:00:00","910.000","346.000","1.600","23.900","0.900","912.500","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","21.000",""
"C0X240","2019-09-10 11:00:00","394.000","45.000","0.500","27.000","0.870","967.200","-99.000","39.500","-99.000","-99.000","-99.000","27.000","","22.300",""
"C0S990","2019-09-10 11:00:00","409.000","18.000","3.200","23.400","0.990","966.600","-99.000","9.000","-99.000","-99.000","-99.000","25.100","","23.400",""
"C0E850","2019-09-10 11:00:00","104.000","356.000","0.700","31.000","0.630","997.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.000",""
"C0T9B0","2019-09-10 11:00:00","558.000","131.000","1.700","26.200","0.800","951.600","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","22.100",""
"C0G650","2019-09-10 11:00:00","34.000","41.000","1.300","32.100","0.650","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.400",""
"C0K580","2019-09-10 11:00:00","26.000","333.000","1.700","31.400","0.730","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.000",""
"C0X050","2019-09-10 11:00:00","25.000","11.000","1.500","30.600","0.750","1006.100","-99.000","9.000","-99.000","-99.000","-99.000","31.700","","25.200",""
"CM0100","2019-09-10 11:00:00","25.000","236.000","1.900","31.600","0.620","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.000",""
"C0AC70","2019-09-10 11:00:00","71.000","67.000","1.100","33.100","0.510","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.600",""
"CM0130","2019-09-10 11:00:00","11.000","323.000","2.600","29.700","0.660","1009.600","-99.000","14.500","-99.000","-99.000","-99.000","29.700","","24.900",""
"C0W110","2019-09-10 11:00:00","16.000","25.000","4.600","-99.000","-99.000","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R670","2019-09-10 11:00:00","26.000","326.000","2.100","27.700","-99.000","1008.600","-99.000","-99.000","-99.000","-99.000","-99.000","28.300","","25.600",""
"C0X120","2019-09-10 11:00:00","28.000","324.000","2.400","31.000","0.710","1007.800","-99.000","17.500","-99.000","-99.000","-99.000","31.000","","25.300",""
"C0R100","2019-09-10 11:00:00","1006.000","160.000","0.600","23.800","0.900","902.400","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","20.300",""
"C0C700","2019-09-10 11:00:00","151.000","74.000","0.600","33.000","0.440","993.700","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.200",""
"C0W130","2019-09-10 11:00:00","18.000","19.000","2.100","28.200","0.840","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.100",""
"C0F9R0","2019-09-10 11:00:00","20.000","325.000","2.400","31.400","0.810","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.200",""
"C0V660","2019-09-10 11:00:00","25.000","248.000","2.700","29.000","0.820","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.000",""
"C0G780","2019-09-10 11:00:00","27.000","327.000","2.700","32.200","0.640","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","27.700",""
"C0C590","2019-09-10 11:00:00","72.000","351.000","1.700","31.600","0.690","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.600",""
"C0I520","2019-09-10 11:00:00","3860.000","-99.000","-99.000","8.000","0.900","643.800","-99.000","-99.000","-99.000","-99.000","-99.000","9.100","","5.000",""
"C0E530","2019-09-10 11:00:00","341.000","26.000","1.200","30.800","0.610","972.000","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.000",""
"C0M790","2019-09-10 11:00:00","15.000","330.000","0.700","31.800","0.600","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.000",""
"C0AH30","2019-09-10 11:00:00","755.000","153.000","4.400","27.000","0.760","927.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","21.000",""
"C0X170","2019-09-10 11:00:00","50.000","20.000","0.900","30.700","0.710","1003.900","-99.000","6.500","-99.000","-99.000","-99.000","30.700","","23.800",""
"C0K291","2019-09-10 11:00:00","8.000","325.000","4.100","30.100","0.740","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","28.200",""
"C0D480","2019-09-10 11:00:00","223.000","0.000","0.200","31.700","0.620","984.500","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","22.800",""
"C0F0C0","2019-09-10 11:00:00","983.000","0.000","0.000","25.000","0.870","903.500","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","19.800",""
"C0U860","2019-09-10 11:00:00","5.000","154.000","1.100","31.000","0.690","1011.100","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.800",""
"C0UA50","2019-09-10 11:00:00","808.000","133.000","4.200","23.500","0.990","923.300","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","20.800",""
"C0T960","2019-09-10 11:00:00","120.000","17.000","0.900","29.400","0.720","998.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.500",""
"C0SA80","2019-09-10 11:00:00","136.000","55.000","1.700","25.700","0.930","996.100","-99.000","1.500","-99.000","-99.000","-99.000","27.000","","23.500",""
"C0E780","2019-09-10 11:00:00","160.000","0.000","0.200","31.500","0.700","991.700","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.200",""
"C0F9Q0","2019-09-10 11:00:00","149.000","332.000","2.400","31.400","0.730","992.600","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.700",""
"C0F9X0","2019-09-10 11:00:00","166.000","5.000","1.700","31.100","0.570","991.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.500",""
"C0F0D0","2019-09-10 11:00:00","3171.000","193.000","1.100","12.600","0.840","700.100","-99.000","0.000","-99.000","-99.000","-99.000","14.500","","7.600",""
"C0S730","2019-09-10 11:00:00","110.000","32.000","1.200","25.000","0.970","999.400","-99.000","16.000","-99.000","-99.000","-99.000","27.700","","23.200",""
"C0T790","2019-09-10 11:00:00","2830.000","125.000","2.100","12.600","0.850","729.600","-99.000","0.000","-99.000","-99.000","-99.000","14.900","","9.100",""
"C0M830","2019-09-10 11:00:00","540.000","167.000","1.000","27.600","0.820","951.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","22.400",""
"C0V750","2019-09-10 11:00:00","50.000","266.000","2.000","30.200","1.000","1005.700","-99.000","29.000","-99.000","-99.000","-99.000","30.800","","24.900",""
"C0K530","2019-09-10 11:00:00","12.000","316.000","4.000","29.700","0.790","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","27.700",""
"C0G850","2019-09-10 11:00:00","62.000","311.000","2.100","33.300","0.630","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","28.400",""
"C0M780","2019-09-10 11:00:00","30.000","326.000","1.300","31.000","0.700","1006.900","-99.000","2.000","-99.000","-99.000","-99.000","31.600","","25.800",""
"C0V360","2019-09-10 11:00:00","94.000","355.000","1.000","29.300","0.770","999.500","-99.000","30.000","-99.000","-99.000","-99.000","29.700","","23.200",""
"C0K510","2019-09-10 11:00:00","10.000","354.000","2.800","31.500","0.650","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.300",""
"C0D650","2019-09-10 11:00:00","97.000","322.000","2.000","30.700","0.680","999.400","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.900",""
"C0V630","2019-09-10 11:00:00","19.000","242.000","1.000","29.500","0.770","1010.400","-99.000","37.500","-99.000","-99.000","-99.000","29.500","","23.800",""
"C0U910","2019-09-10 11:00:00","17.000","107.000","4.800","29.800","0.710","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.200",""
"C0U600","2019-09-10 11:00:00","10.000","122.000","1.400","30.100","0.680","1010.400","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.400",""
"C0G820","2019-09-10 11:00:00","29.000","339.000","0.400","33.400","0.640","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","27.400",""
"C0R590","2019-09-10 11:00:00","72.000","334.000","2.900","29.000","0.800","1001.900","-99.000","4.500","-99.000","-99.000","-99.000","29.100","","24.100",""
"C0A9E0","2019-09-10 11:00:00","26.000","61.000","1.100","33.900","0.470","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","27.100",""
"C0R480","2019-09-10 11:00:00","57.000","281.000","1.200","29.300","0.790","1003.800","-99.000","10.000","-99.000","-99.000","-99.000","29.400","","24.300",""
"C0X300","2019-09-10 11:00:00","70.000","165.000","0.300","28.100","0.840","1002.000","-99.000","37.500","-99.000","-99.000","-99.000","28.200","","23.300",""
"C0U970","2019-09-10 11:00:00","7.000","107.000","1.700","29.600","0.700","1011.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.200",""
"C0M750","2019-09-10 11:00:00","10.000","333.000","0.700","31.600","0.670","1008.800","-99.000","0.500","-99.000","-99.000","-99.000","31.600","","27.900",""
"C0I110","2019-09-10 11:00:00","161.000","327.000","1.100","31.100","0.630","992.600","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.100",""
"C0V370","2019-09-10 11:00:00","74.000","0.000","0.200","29.500","0.830","1002.300","-99.000","5.000","-99.000","-99.000","-99.000","29.500","","23.300",""
"C0C690","2019-09-10 11:00:00","242.000","55.000","1.800","30.800","0.450","983.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.500",""
"C0A540","2019-09-10 11:00:00","401.000","142.000","0.600","28.000","0.690","965.400","-99.000","0.000","6.600","122.000","","28.900","","21.700",""
"C0H950","2019-09-10 11:00:00","192.000","322.000","1.200","30.600","0.700","989.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.500",""
"C0O960","2019-09-10 11:00:00","112.000","354.000","0.700","29.100","0.780","997.500","-99.000","15.000","-99.000","-99.000","-99.000","29.100","","22.800",""
"C0AH10","2019-09-10 11:00:00","30.000","94.000","2.800","32.900","0.490","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.100",""
"C0R680","2019-09-10 11:00:00","13.000","76.000","1.500","27.900","-99.000","1009.700","-99.000","-99.000","-99.000","-99.000","-99.000","27.900","","24.500",""
"C0X210","2019-09-10 11:00:00","38.000","326.000","0.900","30.500","0.720","1004.000","-99.000","8.000","-99.000","-99.000","-99.000","30.500","","25.100",""
"C0D430","2019-09-10 11:00:00","87.000","0.000","0.000","33.000","0.580","999.100","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","22.700",""
"C0AD30","2019-09-10 11:00:00","20.000","44.000","1.100","32.800","0.470","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.500",""
"C0R240","2019-09-10 11:00:00","87.000","80.000","0.700","28.800","0.800","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.100",""
"C0G640","2019-09-10 11:00:00","17.000","340.000","1.600","32.900","0.630","1010.100","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","27.100",""
"C0U960","2019-09-10 11:00:00","1885.000","166.000","1.600","19.600","0.720","815.800","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","12.400",""
"C0T9E0","2019-09-10 11:00:00","415.000","0.000","0.200","28.000","0.780","966.900","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","22.000",""
"C0D550","2019-09-10 11:00:00","1956.000","0.000","0.000","19.700","0.550","812.200","-99.000","0.000","-99.000","-99.000","-99.000","19.700","","13.600",""
"C0C630","2019-09-10 11:00:00","209.000","70.000","1.600","31.000","0.470","987.000","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","24.900",""
"C0A560","2019-09-10 11:00:00","405.000","177.000","0.600","30.100","0.630","964.600","-99.000","0.000","7.700","155.000","","30.900","","19.900",""
"C0X190","2019-09-10 11:00:00","10.000","245.000","1.700","29.000","0.990","1008.600","-99.000","-99.000","-99.000","-99.000","-99.000","29.100","","24.500",""
"C0S950","2019-09-10 11:00:00","415.000","30.000","1.100","24.300","0.980","965.200","-99.000","1.000","-99.000","-99.000","-99.000","26.100","","22.700",""
"C0A880","2019-09-10 11:00:00","6.000","154.000","1.400","30.600","0.690","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","23.400",""
"C0I530","2019-09-10 11:00:00","3014.000","21.000","3.900","9.600","0.920","704.300","-99.000","0.000","-99.000","-99.000","-99.000","13.000","","7.700",""
"C0M670","2019-09-10 11:00:00","43.000","341.000","2.200","31.000","0.680","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.200",""
"C0Z061","2019-09-10 11:00:00","174.000","101.000","0.300","26.200","0.940","995.900","-99.000","3.000","-99.000","-99.000","-99.000","27.500","","23.000",""
"C0M730","2019-09-10 11:00:00","40.000","330.000","0.500","31.500","0.830","1004.700","-99.000","9.000","-99.000","-99.000","-99.000","31.500","","25.500",""
"C0U750","2019-09-10 11:00:00","398.000","179.000","2.200","25.300","0.930","967.500","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.000",""
"C0A650","2019-09-10 11:00:00","287.000","16.000","0.900","30.400","0.660","978.700","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","20.500",""
"C0K400","2019-09-10 11:00:00","65.000","312.000","1.500","31.000","0.690","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.700",""
"C0I370","2019-09-10 11:00:00","671.000","331.000","1.500","27.300","0.680","937.300","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","22.700",""
"C0S750","2019-09-10 11:00:00","2280.000","0.000","0.000","14.900","0.990","775.100","-99.000","0.500","-99.000","-99.000","-99.000","18.100","","12.100",""
"C0R650","2019-09-10 11:00:00","29.000","344.000","1.600","29.200","0.850","1008.400","-99.000","2.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0E740","2019-09-10 11:00:00","27.000","298.000","1.400","31.800","0.670","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.000",""
"C0AI20","2019-09-10 11:00:00","25.000","49.000","5.500","29.200","0.770","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.900",""
"C0E550","2019-09-10 11:00:00","84.000","77.000","1.400","31.400","0.570","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.800",""
"C0X060","2019-09-10 11:00:00","19.000","318.000","2.700","30.900","0.700","1009.500","-99.000","9.000","-99.000","-99.000","-99.000","31.400","","24.700",""
"C1R320","2019-09-10 11:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","5.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-10 11:00:00","31.000","328.000","1.600","29.200","0.800","1007.100","-99.000","1.000","-99.000","-99.000","-99.000","29.400","","25.100",""
"C0AC60","2019-09-10 11:00:00","55.000","50.000","1.200","33.600","0.400","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","24.500",""
"C0UA70","2019-09-10 11:00:00","547.000","159.000","1.000","28.000","0.830","951.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","22.000",""
"C0G740","2019-09-10 11:00:00","24.000","324.000","2.400","30.900","0.660","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.400",""
"C0F9N0","2019-09-10 11:00:00","75.000","11.000","1.000","34.000","0.500","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","27.300",""
"C0F9T0","2019-09-10 11:00:00","111.000","330.000","1.700","31.400","0.580","997.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","27.600",""
"C0S710","2019-09-10 11:00:00","382.000","257.000","0.500","23.500","0.960","970.600","-99.000","1.000","-99.000","-99.000","-99.000","24.600","","22.000",""
"C0M680","2019-09-10 11:00:00","37.000","339.000","1.000","31.000","0.710","1007.300","-99.000","1.500","-99.000","-99.000","-99.000","31.200","","26.700",""
"C0X220","2019-09-10 11:00:00","26.000","123.000","2.600","29.700","0.710","1007.000","-99.000","20.000","-99.000","-99.000","-99.000","29.700","","23.500",""
"C0R560","2019-09-10 11:00:00","22.000","310.000","2.600","28.800","0.800","1008.200","-99.000","16.000","-99.000","-99.000","-99.000","29.100","","24.600",""
"C0F9P0","2019-09-10 11:00:00","26.000","339.000","2.800","31.100","0.760","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","27.800",""
"C0O970","2019-09-10 11:00:00","71.000","341.000","0.900","31.100","0.740","1002.600","-99.000","19.500","-99.000","-99.000","-99.000","31.100","","22.600",""
"C0F0B0","2019-09-10 11:00:00","311.000","299.000","1.900","29.800","0.670","975.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","23.900",""
"C0R700","2019-09-10 11:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-09-10 11:00:00","34.000","88.000","1.100","26.400","0.930","1007.700","-99.000","15.000","-99.000","-99.000","-99.000","26.600","","24.500",""
"C0SA10","2019-09-10 11:00:00","411.000","84.000","0.800","23.000","0.990","966.700","-99.000","7.500","-99.000","-99.000","-99.000","27.700","","22.700",""
"C0M740","2019-09-10 11:00:00","15.000","336.000","2.500","30.800","0.690","1007.500","-99.000","1.000","-99.000","-99.000","-99.000","30.800","","26.700",""
"C0K460","2019-09-10 11:00:00","60.000","346.000","2.500","30.700","0.690","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","27.000",""
"C0X100","2019-09-10 11:00:00","10.000","265.000","1.900","30.500","0.790","1007.300","-99.000","80.500","-99.000","-99.000","-99.000","30.500","","25.000",""
"C1R440","2019-09-10 11:00:00","1654.000","46.000","3.100","17.200","0.970","834.600","-99.000","0.000","-99.000","-99.000","-99.000","18.300","","15.400",""
"C0K560","2019-09-10 11:00:00","117.000","340.000","2.000","32.200","0.610","997.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.000",""
"C0R150","2019-09-10 11:00:00","105.000","61.000","0.400","29.000","0.990","997.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.000",""
"C0S690","2019-09-10 11:00:00","522.000","24.000","2.200","24.600","0.910","953.900","-99.000","0.500","-99.000","-99.000","-99.000","29.300","","22.000",""
"C0U870","2019-09-10 11:00:00","474.000","117.000","1.700","29.000","0.700","959.900","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","22.500",""
"C0A520","2019-09-10 11:00:00","48.000","88.000","2.400","33.000","0.450","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.000",""
"C0X130","2019-09-10 11:00:00","27.000","324.000","2.000","31.700","0.760","1006.700","-99.000","31.500","-99.000","-99.000","-99.000","31.700","","25.300",""
"C0UA40","2019-09-10 11:00:00","1121.000","32.000","2.900","23.200","0.840","890.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","19.200",""
"C0G720","2019-09-10 11:00:00","50.000","307.000","2.100","30.800","0.700","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.900",""
"C0G890","2019-09-10 11:00:00","24.000","321.000","3.800","30.500","0.810","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.200",""
"C0I540","2019-09-10 11:00:00","3344.000","139.000","3.300","9.000","1.000","685.400","-99.000","-99.000","-99.000","-99.000","-99.000","13.300","","6.400",""
"C0K390","2019-09-10 11:00:00","31.000","335.000","2.900","30.500","0.710","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","27.000",""
"C0T9A0","2019-09-10 11:00:00","498.000","0.000","0.100","26.600","0.880","957.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","21.700",""
"C0AH40","2019-09-10 11:00:00","426.000","172.000","1.000","30.200","0.600","963.400","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.000",""
"C0X280","2019-09-10 11:00:00","22.000","5.000","3.300","29.800","0.770","1008.000","-99.000","13.000","-99.000","-99.000","-99.000","30.100","","23.300",""
"C0V620","2019-09-10 11:00:00","18.000","258.000","2.000","28.700","0.840","1008.400","-99.000","17.500","-99.000","-99.000","-99.000","28.700","","24.500",""
"C0H960","2019-09-10 11:00:00","120.000","34.000","0.500","32.500","0.580","995.100","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.800",""
"C0M530","2019-09-10 11:00:00","1385.000","215.000","1.000","21.200","0.930","868.200","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","18.200",""
"C0R170","2019-09-10 11:00:00","26.000","314.000","0.400","29.500","1.000","1007.600","-99.000","15.500","-99.000","-99.000","-99.000","29.800","","24.300",""
"C0I420","2019-09-10 11:00:00","305.000","220.000","2.500","31.400","0.620","975.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.400",""
"C0A640","2019-09-10 11:00:00","241.000","140.000","1.300","31.000","0.550","985.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","22.200",""
"C0A930","2019-09-10 11:00:00","216.000","103.000","1.300","29.700","0.830","985.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","21.500",""
"C0F9M0","2019-09-10 11:00:00","230.000","315.000","1.900","31.000","0.570","984.100","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.500",""
"C0AC40","2019-09-10 11:00:00","1079.000","130.000","0.700","24.400","0.900","893.700","-99.000","-99.000","-99.000","-99.000","-99.000","25.100","","19.200",""
"C0AI00","2019-09-10 11:00:00","188.000","26.000","0.900","33.400","0.580","989.600","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.800",""
"C0T9M0","2019-09-10 11:00:00","92.000","313.000","1.700","25.600","1.000","1003.200","-99.000","10.500","-99.000","-99.000","-99.000","28.800","","24.600",""
"C0K430","2019-09-10 11:00:00","30.000","308.000","3.200","30.800","0.690","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.000",""
"C0Z170","2019-09-10 11:00:00","199.000","89.000","1.500","26.500","0.880","991.600","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","23.600",""
"C0Z100","2019-09-10 11:00:00","36.000","42.000","0.900","31.000","0.650","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.800",""
"C0U710","2019-09-10 11:00:00","1942.000","24.000","0.300","18.800","0.880","810.100","-99.000","0.000","-99.000","-99.000","-99.000","20.200","","14.200",""
"C0SA30","2019-09-10 11:00:00","92.000","6.000","2.400","25.700","0.920","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","25.100",""
"C0V500","2019-09-10 11:00:00","6.000","248.000","0.300","28.600","0.880","1010.400","-99.000","1.500","-99.000","-99.000","-99.000","28.800","","25.100",""
"CM0160","2019-09-10 11:00:00","196.000","2.000","1.300","31.400","0.640","993.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.000",""
"C0V350","2019-09-10 11:00:00","36.000","324.000","1.700","30.400","0.760","1007.300","-99.000","0.500","-99.000","-99.000","-99.000","30.400","","25.100",""
"C0W120","2019-09-10 11:00:00","58.000","340.000","1.700","27.900","0.860","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","25.700",""
"C0R470","2019-09-10 11:00:00","103.000","145.000","1.300","29.900","0.780","999.100","-99.000","6.500","-99.000","-99.000","-99.000","29.900","","25.600",""
"C0M770","2019-09-10 11:00:00","164.000","324.000","1.800","29.700","0.750","991.100","-99.000","0.500","-99.000","-99.000","-99.000","29.800","","26.200",""
"C0S930","2019-09-10 11:00:00","248.000","129.000","0.400","25.000","0.920","984.700","-99.000","1.000","-99.000","-99.000","-99.000","26.800","","23.600",""
"C0F9Y0","2019-09-10 11:00:00","3313.000","223.000","2.300","12.600","0.740","688.800","-99.000","0.000","-99.000","-99.000","-99.000","16.700","","7.000",""
"C0E790","2019-09-10 11:00:00","344.000","330.000","2.600","30.300","0.560","971.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.400",""
"C0O810","2019-09-10 11:00:00","161.000","344.000","1.300","31.000","0.860","994.800","-99.000","7.000","-99.000","-99.000","-99.000","31.000","","22.700",""
"C0R520","2019-09-10 11:00:00","18.000","334.000","1.000","28.900","0.820","1008.200","-99.000","10.000","-99.000","-99.000","-99.000","29.300","","24.900",""
"C0G880","2019-09-10 11:00:00","92.000","355.000","1.500","31.400","0.580","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.200",""
"C0X270","2019-09-10 11:00:00","33.000","10.000","1.100","30.300","0.720","1007.200","-99.000","43.500","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0R260","2019-09-10 11:00:00","76.000","0.000","0.000","28.800","0.860","1001.800","-99.000","0.500","-99.000","-99.000","-99.000","28.800","","24.800",""
"C0U950","2019-09-10 11:00:00","1012.000","133.000","6.700","23.100","0.920","903.200","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","18.800",""
"C0O860","2019-09-10 11:00:00","38.000","334.000","1.300","30.700","0.800","1005.200","-99.000","45.000","-99.000","-99.000","-99.000","30.700","","24.400",""
"C0S980","2019-09-10 11:00:00","901.000","310.000","0.800","21.900","1.000","912.900","-99.000","3.000","-99.000","-99.000","-99.000","22.700","","20.500",""
"C0X110","2019-09-10 11:00:00","20.000","267.000","1.400","30.100","0.840","1008.000","-99.000","17.500","-99.000","-99.000","-99.000","30.100","","25.300",""
"C0V310","2019-09-10 11:00:00","46.000","351.000","1.000","30.000","0.630","1003.800","-99.000","7.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0G620","2019-09-10 11:00:00","110.000","329.000","2.100","32.300","0.710","998.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.500",""
"C0AD50","2019-09-10 11:00:00","84.000","36.000","1.700","32.400","0.490","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.900",""
"C0A9A0","2019-09-10 11:00:00","24.000","107.000","2.100","32.900","0.480","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","26.500",""
"C0O830","2019-09-10 11:00:00","127.000","280.000","1.200","29.400","0.790","996.400","-99.000","0.500","-99.000","-99.000","-99.000","30.200","","24.000",""
"C0S760","2019-09-10 11:00:00","1621.000","151.000","0.400","17.200","0.990","840.500","-99.000","0.000","-99.000","-99.000","-99.000","19.900","","15.500",""
"C0X160","2019-09-10 11:00:00","26.000","297.000","1.900","30.300","0.720","1007.400","-99.000","4.000","-99.000","-99.000","-99.000","30.300","","24.400",""
"C0C490","2019-09-10 11:00:00","157.000","80.000","0.700","33.300","0.440","992.600","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.400",""
"C0F970","2019-09-10 11:00:00","145.000","2.000","2.200","31.200","0.560","992.700","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","26.100",""
"C0M690","2019-09-10 11:00:00","33.000","350.000","1.300","30.400","0.730","1005.500","-99.000","3.000","-99.000","-99.000","-99.000","30.400","","26.200",""
"C0V690","2019-09-10 11:00:00","30.000","279.000","2.100","28.100","0.820","1007.700","-99.000","1.500","-99.000","-99.000","-99.000","29.600","","25.300",""
"C0Z210","2019-09-10 11:00:00","126.000","0.000","0.100","27.500","0.880","999.000","-99.000","0.500","-99.000","-99.000","-99.000","28.600","","23.000",""
"C0U770","2019-09-10 11:00:00","5.000","162.000","2.100","29.700","0.680","1011.500","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.800",""
